,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
1191,HZ67642,California,No,Basic,Bachelor,2011-02-13,Unemployed,M,Rural,Married,Personal Auto,Personal L1,Offer4,Web,SUV,Small
1192,XG74199,Oregon,No,Basic,College,2011-01-19,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
1193,JD15492,Oregon,No,Basic,High School or Below,2011-01-04,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
1194,WK65741,California,No,Basic,High School or Below,2011-02-18,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize
1195,JS53793,Arizona,No,Basic,Doctor,2011-01-16,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Large
1196,SV94314,Arizona,No,Premium,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize
1197,ZV99487,Arizona,No,Extended,Bachelor,2011-01-11,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize
1198,RL97327,Washington,No,Premium,Bachelor,2011-01-17,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
1199,FR15942,Washington,No,Extended,Bachelor,2011-01-06,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
1200,TM23788,California,No,Extended,High School or Below,2011-02-09,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
1201,YR34689,California,No,Extended,High School or Below,2011-01-13,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
1202,YP37291,Nevada,No,Basic,High School or Below,2011-02-05,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
1203,CR76145,California,Yes,Premium,College,2011-02-28,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large
1204,CW98845,Oregon,No,Basic,Bachelor,2011-02-24,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
1205,DA61021,California,No,Basic,Master,2011-01-04,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Luxury SUV,Medsize
1206,XD21246,Oregon,No,Extended,High School or Below,2011-01-05,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
1207,EY50028,Nevada,No,Extended,Doctor,2011-01-24,Unemployed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
1208,CS29328,Nevada,No,Basic,Bachelor,2011-02-04,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Two-Door Car,Medsize
1209,MP47256,California,Yes,Basic,Bachelor,2011-01-25,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
1210,YY27420,Arizona,No,Extended,Bachelor,2011-02-01,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
1211,PA48777,Washington,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
1212,HZ56678,Oregon,No,Basic,High School or Below,2011-01-12,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Large
1213,XE17270,California,No,Extended,High School or Below,2011-02-02,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
1214,PR51268,Arizona,Yes,Extended,Doctor,2011-01-08,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
1215,TT36693,Nevada,Yes,Premium,College,2011-01-03,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
1216,BS96517,Washington,No,Basic,College,2011-02-05,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
1217,XV30885,California,No,Basic,College,2011-01-25,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
1218,XN50058,California,No,Premium,Doctor,2011-01-21,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
1219,VN22337,California,No,Extended,College,2011-02-07,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
1220,DN67273,Oregon,No,Basic,High School or Below,2011-01-08,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small
1221,YA15471,Oregon,No,Basic,College,2011-01-07,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
1222,PN22481,Oregon,No,Basic,College,2011-01-06,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
1223,RV22056,Oregon,No,Extended,Bachelor,2011-02-21,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Sports Car,Medsize
1224,RA61917,Washington,No,Basic,High School or Below,2011-01-24,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
1225,SK69036,California,No,Premium,Bachelor,2011-02-20,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small
1226,AM89558,Nevada,Yes,Basic,College,2011-01-01,Retired,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
1227,LN99977,California,No,Basic,College,2011-01-27,Employed,F,Suburban,Single,Special Auto,Special L2,Offer1,Web,Sports Car,Large
1228,KN57002,Arizona,No,Extended,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Small
1229,MX93069,Oregon,Yes,Extended,Doctor,2011-01-30,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
1230,DD97473,Oregon,No,Basic,High School or Below,2011-01-11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
1231,NT59303,Oregon,No,Premium,College,2011-01-17,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Luxury Car,Large
1232,RN78170,Arizona,No,Basic,College,2011-01-15,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Medsize
1233,JL93248,Oregon,No,Basic,High School or Below,2011-02-12,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
1234,ML93326,Washington,No,Basic,College,2011-02-27,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize
1235,No93155,Arizona,No,Basic,Master,2011-02-12,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
1236,QO26846,Oregon,No,Extended,Master,2011-02-07,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
1237,FG15434,Arizona,No,Basic,Master,2011-01-18,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize
1238,CZ25193,Arizona,No,Premium,Bachelor,2011-02-21,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
1239,MH24522,California,No,Basic,College,2011-02-14,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Sports Car,Small
1240,SB79528,Oregon,No,Basic,College,2011-01-22,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Medsize
1241,PX66705,California,No,Basic,High School or Below,2011-01-22,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
1242,TN76120,Washington,Yes,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
1243,WQ85760,California,No,Basic,College,2011-02-05,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Branch,SUV,Medsize
1244,HF72557,Washington,No,Extended,Bachelor,2011-02-06,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
1245,TU53781,Oregon,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Luxury SUV,Medsize
1246,FZ16327,California,No,Premium,College,2011-01-11,Unemployed,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Large
1247,JP88955,Oregon,No,Basic,High School or Below,2011-02-06,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer2,Call Center,Sports Car,Small
1248,FI77477,Washington,No,Extended,College,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Agent,SUV,Small
1249,OJ60800,Oregon,No,Basic,Bachelor,2011-01-27,Employed,M,Urban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
1250,JW12998,California,No,Extended,High School or Below,2011-02-09,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Sports Car,Medsize
1251,GJ70481,Arizona,No,Basic,High School or Below,2011-01-03,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small
1252,QX67584,Nevada,Yes,Basic,High School or Below,2011-01-02,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Large
1253,HS67749,California,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize
1254,WE93328,Nevada,Yes,Extended,High School or Below,2011-01-05,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Small
1255,XS94482,Arizona,No,Basic,Master,2011-02-17,Unemployed,F,Urban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize
1256,WF53890,Arizona,Yes,Basic,Bachelor,2011-02-17,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize
1257,HK93338,Washington,No,Basic,High School or Below,2011-02-20,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
1258,DY22043,Oregon,No,Basic,High School or Below,2011-01-28,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Small
1259,SW98498,California,No,Extended,College,2011-01-19,Employed,M,Urban,Single,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Medsize
1260,QP84605,Washington,No,Premium,Bachelor,2011-02-03,Employed,F,Rural,Divorced,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize
1261,SC11374,Nevada,No,Basic,College,2011-02-28,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize
1262,IJ71609,Washington,No,Basic,Bachelor,2011-01-30,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
1263,XN32623,Oregon,No,Basic,Bachelor,2011-02-21,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
1264,QA69109,Arizona,No,Basic,Master,2011-02-16,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
1265,ES21306,California,No,Extended,Bachelor,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Small
1266,SN23932,Arizona,Yes,Extended,Master,2011-01-16,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
1267,IJ25462,California,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small
1268,AY30324,Oregon,No,Extended,Bachelor,2011-01-06,Employed,F,Urban,Married,Special Auto,Special L2,Offer4,Call Center,Two-Door Car,Medsize
1269,MJ25422,Oregon,No,Basic,College,2011-01-07,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Luxury SUV,Medsize
1270,SM62247,Nevada,No,Extended,High School or Below,2011-01-24,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Luxury Car,Medsize
1271,ZT52415,Oregon,No,Basic,Bachelor,2011-01-01,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
1272,XQ44462,Oregon,Yes,Basic,College,2011-02-15,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Small
1273,LO68739,Arizona,No,Extended,Bachelor,2011-01-03,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
1274,QY78671,Arizona,No,Extended,High School or Below,2011-01-14,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Large
1275,TV77808,Arizona,No,Basic,High School or Below,2011-01-13,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Large
1276,EG94409,Nevada,No,Basic,High School or Below,2011-01-12,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize
1277,UO44449,Washington,No,Basic,College,2011-01-26,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
1278,HX77930,Washington,No,Extended,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
1279,QZ81258,Oregon,Yes,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
1280,CJ35075,California,No,Basic,High School or Below,2011-02-20,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
1281,SW57539,California,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize
1282,VL84149,Oregon,Yes,Extended,College,2011-02-13,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Luxury Car,Small
1283,DF40318,Oregon,Yes,Basic,Master,2011-01-19,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Web,Two-Door Car,Small
1284,YD53564,California,No,Basic,College,2011-01-25,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
1285,SB64873,Oregon,No,Basic,Doctor,2011-02-13,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
1286,UW55977,Washington,No,Basic,Bachelor,2011-02-11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small
1287,ZQ48144,California,No,Extended,Bachelor,2011-01-11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize
1288,GQ17441,Nevada,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,SUV,Large
1289,FB21121,California,No,Basic,Bachelor,2011-01-25,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Two-Door Car,Medsize
1290,AF81450,California,No,Basic,High School or Below,2011-01-26,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Small
1291,CD86811,Arizona,Yes,Basic,Bachelor,2011-01-02,Retired,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
1292,PG82270,California,No,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Small
1293,AP90638,Arizona,No,Extended,High School or Below,2011-02-02,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize
1294,IY91183,Arizona,No,Basic,Master,2011-01-16,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Medsize
1295,BJ18904,Arizona,No,Basic,College,2011-02-22,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Small
1296,RV82726,California,No,Premium,High School or Below,2011-02-04,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
1297,RT22532,Arizona,Yes,Basic,Bachelor,2011-02-25,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Sports Car,Large
1298,DS57918,California,No,Basic,Bachelor,2011-01-27,Medical Leave,M,Urban,Divorced,Corporate Auto,Corporate L1,Offer1,Branch,SUV,Large
1299,RI35792,Nevada,No,Extended,College,2011-01-13,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Small
1300,SB83749,California,No,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Large
1301,PH97342,Arizona,Yes,Basic,High School or Below,2011-01-15,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Large
1302,SF25048,California,Yes,Basic,College,2011-02-05,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
1303,QB15706,Washington,No,Premium,College,2011-02-15,Unemployed,F,Suburban,Married,Special Auto,Special L3,Offer3,Agent,SUV,Small
1304,FZ44411,Arizona,No,Extended,Bachelor,2011-01-30,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize
1305,UC21019,Arizona,No,Basic,Master,2011-01-30,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small
1306,LP76290,Oregon,No,Premium,Master,2011-01-30,Employed,M,Suburban,Single,Special Auto,Special L2,Offer4,Web,Four-Door Car,Medsize
1307,FH61723,California,No,Basic,Bachelor,2011-01-12,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize
1308,RC67125,Arizona,No,Extended,College,2011-01-08,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer3,Agent,SUV,Medsize
1309,KQ38375,California,No,Extended,Bachelor,2011-02-10,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize
1310,RA27021,Nevada,No,Extended,Bachelor,2011-01-01,Disabled,F,Rural,Married,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Large
1311,OD63728,California,No,Basic,College,2011-02-04,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
1312,LO77543,Washington,Yes,Basic,College,2011-02-25,Employed,M,Suburban,Divorced,Special Auto,Special L2,Offer1,Agent,Two-Door Car,Medsize
1313,KP26590,Nevada,No,Extended,Bachelor,2011-02-16,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large
1314,RX66745,Washington,Yes,Basic,Bachelor,2011-01-25,Retired,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
1315,GF59560,Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
1316,WQ91717,Arizona,No,Basic,College,2011-01-20,Unemployed,F,Suburban,Married,Special Auto,Special L3,Offer3,Branch,SUV,Medsize
1317,JU93290,Arizona,No,Basic,College,2011-01-16,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
1318,PL78574,Arizona,Yes,Premium,High School or Below,2011-02-27,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
1319,JV29414,Oregon,No,Extended,Doctor,2011-02-11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
1320,QV89210,Nevada,Yes,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
1321,YK93229,Oregon,No,Extended,High School or Below,2011-01-18,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
1322,YX54093,Arizona,No,Basic,College,2011-02-12,Unemployed,M,Rural,Divorced,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
1323,NF20746,Oregon,No,Basic,Bachelor,2011-01-18,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Luxury Car,Medsize
1324,YW60802,Oregon,No,Basic,High School or Below,2011-02-11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,SUV,Small
1325,VW65573,California,No,Basic,High School or Below,2011-01-11,Unemployed,M,Suburban,Single,Special Auto,Special L3,Offer1,Agent,SUV,Large
1326,LS99940,California,No,Extended,Master,2011-01-30,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
1327,KL54950,Oregon,No,Extended,Bachelor,2011-01-10,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
1328,FE67098,Nevada,No,Basic,College,2011-01-24,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Small
1329,IM94808,Nevada,No,Basic,Bachelor,2011-02-28,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize
1330,VK44934,California,No,Basic,College,2011-02-15,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Large
